Zupanija,Mjesto,Tvrtka,Pozicija,vrijedi_do,link_za_posao
Brodsko-posavska,Hrvatska,Intraffico d.o.o. za trgovinu,Terenski prodajni predstavnik (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537740/Terenski-prodajni-predstavnik-mz/
Brodsko-posavska,"Split, Zadar, Osijek, Slavonski Brod",eKupi d.o.o.,Djelatnik u pick-up centru (m/ž),20.08.2021.,https://www.moj-posao.net/Posao/537511/Djelatnik-u-pick-up-centru-mz/
Brodsko-posavska,"Zagreb, Varaždin, rad od kuće","CITY CONNECT, društvo s ograničenom odgovornošću za usluge",Specijalist korisničke podrške na njemačkom jeziku (m/ž),16.08.2021.,https://www.moj-posao.net/Posao/536670/Specijalist-korisnicke-podrske-na-njemackom-jeziku-mz/
Brodsko-posavska,"Slavonija, Zagreb",Toi Toi d.o.o.,Vozač B i C+E kategorije (m/ž),09.08.2021.,https://www.moj-posao.net/Posao/536863/Vozac-B-i-CE-kategorije-mz/
Brodsko-posavska,Nova Gradiška,Klimaoprema d.d.,Zavarivač (m/ž),25.08.2021.,https://www.moj-posao.net/Posao/536194/Zavarivac-mz/
Brodsko-posavska,"Zagreb, Metković, cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceut (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/501383/Farmaceut-mz/
Brodsko-posavska,"Zagreb, Novalja, cijela Hrvatska",Atlantic Grupa - Farmacia,Farmaceutski tehničar (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/498022/Farmaceutski-tehnicar-mz/
Brodsko-posavska,Slavonski Brod,Atlantic Grupa - Farmacia,Farmaceut (m/ž),06.09.2021.,https://www.moj-posao.net/Posao/498024/Farmaceut-mz/
Brodsko-posavska,"Rijeka, Pula, Karlovac, Zagreb, Slavonski Brod, Split, Šibenik, Zadar",Smart Flex d.o.o.,Terenski prodajni predstavnik (m/ž),09.08.2021.,https://www.moj-posao.net/Posao/537151/Terenski-prodajni-predstavnik-mz/
Brodsko-posavska,"Zagreb, remote",MIND Solutions d.o.o.,IT Technician (m/f),23.08.2021.,https://www.moj-posao.net/Posao/537457/IT-Technician-mf/
Brodsko-posavska,Njemačka,NEXUS d.o.o. za proizvodnju i usluge,Monter čeličnih konstrukcija (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537303/Monter-celicnih-konstrukcija-mz/
Brodsko-posavska,"Zagreb, Varaždin, Homeoffice",ecx.io,Recruitment Consultant (m/f),31.08.2021.,https://www.moj-posao.net/Posao/534539/Recruitment-Consultant-mf/
Brodsko-posavska,"Zagreb, Varaždin, Homeoffice",ecx.io,Junior Recruitment Consultant (m/f),31.08.2021.,https://www.moj-posao.net/Posao/534540/Junior-Recruitment-Consultant-mf/
Brodsko-posavska,"Zagreb, Varaždin, Homeoffice",ecx.io,.NET Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/533975/NET-Developer-mf/
Brodsko-posavska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/517467/Senior-Java-Developer-mf/
Brodsko-posavska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Frontend Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/520466/Senior-Frontend-Developer-mf/
Brodsko-posavska,"Zagreb, Varaždin, Homeoffice",ecx.io,Senior Software Quality Engineer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/516964/Senior-Software-Quality-Engineer-mf/
Brodsko-posavska,"Zagreb, Varaždin, Homeoffice",ecx.io,Java Developer (m/f),31.08.2021.,https://www.moj-posao.net/Posao/493513/Java-Developer-mf/
Brodsko-posavska,cijela Hrvatska,Roaming Networks,Monter za pristupne mreže (m/ž),12.08.2021.,https://www.moj-posao.net/Posao/536537/Monter-za-pristupne-mreze-mz/
Brodsko-posavska,prema mjestu stanovanja,Troha Infinitus d.o.o.,Agent za poslovne korisnike na njemačkom jeziku (m/ž),19.08.2021.,https://www.moj-posao.net/Posao/535226/Agent-za-poslovne-korisnike-na-njemackom-jeziku-mz/
Brodsko-posavska,"Čakovec, Slavonski Brod",DEKRA za privremeno zapošljavanje d.o.o.,Prodavač (m/ž),17.08.2021.,https://www.moj-posao.net/Posao/537241/Prodavac-mz/
Brodsko-posavska,cijela Hrvatska,Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem nizozemskog jezika (m/ž),23.08.2021.,https://www.moj-posao.net/Posao/525691/Specijalist-korisnicke-podrske-sa-znanjem-nizozemskog-jezika-mz/
Brodsko-posavska,"Zagreb, Varaždin, rad od kuće",Electus DGS d.o.o.,Specijalist korisničke podrške sa znanjem njemačkog jezika (m/ž),23.08.2021.,https://www.moj-posao.net/Posao/521403/Specijalist-korisnicke-podrske-sa-znanjem-njemackog-jezika-mz/
Brodsko-posavska,cijela Hrvatska,Smart Flex d.o.o.,"Radnik na montaži fasadnih sustava, ALU i PVC stolarije (m/ž)",16.08.2021.,https://www.moj-posao.net/Posao/537523/Radnik-na-montazi-fasadnih-sustava-ALU-i-PVC-stolarije-mz/
Brodsko-posavska,"cijela Hrvatska, rad od kuće",HSG Kariera d.o.o.,Call agent na češkom ili slovačkom jeziku (m/ž),31.08.2021.,https://www.moj-posao.net/Posao/537054/Call-agent-na-ceskom-ili-slovackom-jeziku-mz/
