Zupanija,Mjesto,Tvrtka,Pozicija,vrijedi_do,link_za_posao
Krapinsko-zagorska,Krapinske Toplice,ART BRAVARIJA BLISKO obrt za proizvodnju metalnih...,Bravar/bravarica,8 dana do isteka,https://www.posao.hr/oglasi/bravar-bravarica/707784/
Krapinsko-zagorska,Pregrada,"HRESTAK, obrt za završne radove u građevinarstvu, vl....",Zidar/zidarica,8 dana do isteka,https://www.posao.hr/oglasi/zidar-zidarica/707780/
Krapinsko-zagorska,Pregrada,"HRESTAK, obrt za završne radove u građevinarstvu, vl....",Tesar/tesarica,8 dana do isteka,https://www.posao.hr/oglasi/tesar-tesarica/707770/
Krapinsko-zagorska,Oroslavje,EKO - FLOR PLUS d.o.o. za komunalne usluge i trgovinu,Radnik/radnica u transportu na specijalnom komunalnom vozilu,7 dana do isteka,https://www.posao.hr/oglasi/radnik-radnica-u-transportu-na-specijalnom-komunalnom-vozilu/707638/
Krapinsko-zagorska,Zabok,HSG Kariera društvo s ograničenom odgovornošću za usluge,Pomoćni radnik/radnica u proizvodnji,6 dana do isteka,https://www.posao.hr/oglasi/pomocni-radnik-radnica-u-proizvodnji/707647/
Krapinsko-zagorska,Zlatar-Bistrica,PRODUS jednostavno društvo s ograničenom odgovornošću...,Vozač/ica dostavljač/ica,6 dana do isteka,https://www.posao.hr/oglasi/vozac-ica-dostavljac-ica/707628/
Krapinsko-zagorska,Sveti Križ Začretje,"METALBENETON, proizvodnja u strojarstvu,...",Vozač/vozačica teretnog vozila s dizalicom,9 dana do isteka,https://www.posao.hr/oglasi/vozac-vozacica-teretnog-vozila-s-dizalicom/707631/
Krapinsko-zagorska,Sveti Križ Začretje,"""ETRA"" ELEKTROINSTALACIJE,METAL I TRGOVINA, Dragutin...",Elektroinstalater/elektroinstalaterka,9 dana do isteka,https://www.posao.hr/oglasi/elektroinstalater-elektroinstalaterka/707580/
Krapinsko-zagorska,Krapina,"IPSOS istraživanje tržišta, medija i javnog mnijenja...",Terenski anketar/anketarka,6 dana do isteka,https://www.posao.hr/oglasi/terenski-anketar-anketarka/707345/
Krapinsko-zagorska,Zabok,DEKOR  tvornica rasvjete  d.o.o.,Zavarivač/zavarivačica,5 dana do isteka,https://www.posao.hr/oglasi/zavarivac-zavarivacica/707393/
Krapinsko-zagorska,Zabok,DEKOR  tvornica rasvjete  d.o.o.,Polirač/poliračica,5 dana do isteka,https://www.posao.hr/oglasi/polirac-poliracica/707390/
Krapinsko-zagorska,Zabok,DEKOR  tvornica rasvjete  d.o.o.,Kovinopojasar/kovinopojasarica,5 dana do isteka,https://www.posao.hr/oglasi/kovinopojasar-kovinopojasarica/707388/
Krapinsko-zagorska,Zabok,DEKOR  tvornica rasvjete  d.o.o.,Bravar/bravarica,5 dana do isteka,https://www.posao.hr/oglasi/bravar-bravarica/707386/
Krapinsko-zagorska,Pregrada,KUNATEKS društvo s ograničenom odgovornošću za...,Šivač/šivačica,4 dana do isteka,https://www.posao.hr/oglasi/sivac-sivacica/707402/
Krapinsko-zagorska,Pregrada,KUNATEKS društvo s ograničenom odgovornošću za...,Krojač/ica,4 dana do isteka,https://www.posao.hr/oglasi/krojac-ica/707397/
Inozemstvo,Njemačka,FERROMONT-KR duštvo s ograničenom odgovornošću za...,Voditelj/voditeljica gradilišta (industrijska montaža),21 dan do isteka,https://www.posao.hr/oglasi/voditelj-voditeljica-gradilista-industrijska-montaza/709327/
Inozemstvo,Austrija,FERROMONT-KR duštvo s ograničenom odgovornošću za...,Elektrotehničar/ka-elektromonter/ka,21 dan do isteka,https://www.posao.hr/oglasi/elektrotehnicar-ka-elektromonter-ka/709316/
Inozemstvo,Austrija,METAL REŠETAR d.o.o. za usluge,Bravar/ica - strojobravar/ica,18 dana do isteka,https://www.posao.hr/oglasi/bravar-ica-strojobravar-ica/709444/
Inozemstvo,Njemačka,KB MONT društvo s ograničenom odgovornošću za...,Bravar/bravarica,9 dana do isteka,https://www.posao.hr/oglasi/bravar-bravarica/709251/
Inozemstvo,Nizozemska,ARKADA INTERIJERI d.o.o. za uređenje interijera,Pomoćni radnik/pomoćna radnica,8 dana do isteka,https://www.posao.hr/oglasi/pomocni-radnik-pomocna-radnica/709295/
Inozemstvo,Zagreb-Novi Zagreb,"MIČ STYLING d.o.o. za pružanje frizerskih usluga,...",Muški/a frizer/ka,9 dana do isteka,https://www.posao.hr/oglasi/muski-a-frizer-ka/709211/
